,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
19243,2014,Tennessee,Cigarette Use (Adults),Smoking Status,Never,51.8,4851,Overall,All Races,All Ages
19244,2016,Utah,Smokeless Tobacco Use (Adults),User Status,Not Current,94.1,4937,Male,All Races,All Ages
19245,2014,Idaho,Smokeless Tobacco Use (Adults),Current Use,,4.8,1962,Overall,All Races,45 to 64 Years
19246,2015,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,0.6,3398,Female,All Races,All Ages
19247,2015,Oregon,Cigarette Use (Adults),Current Smoking,,33.9,247,Overall,All Races,Age 20 and Older
19248,2012,Nebraska,Smokeless Tobacco Use (Adults),Current Use,,4.1,1023,Overall,All Races,Age 20 and Older
19249,2014,Puerto Rico,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Overall,All Races,All Ages
19250,2014,Washington,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,50,233,Overall,All Races,All Ages
19251,2015,North Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.7,252,Overall,All Races,All Ages
19252,2016,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Every Day,31.4,179,Overall,All Races,All Ages
19253,2013,Hawaii,Cigarette Use (Adults),Current Smoking,,15.7,3532,Male,All Races,All Ages
19254,2014,Illinois,Smokeless Tobacco Use (Adults),Current Use,,5.8,2096,Male,All Races,All Ages
19255,2012,Arizona,Cigarette Use (Adults),Current Smoking,,19.6,2921,Male,All Races,All Ages
19256,2014,Colorado,Cigarette Use (Adults),Smoking Frequency,Every Day,68.4,746,Male,All Races,All Ages
19257,2015,District of Columbia,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,1504,Male,All Races,All Ages
19258,2014,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Current,0.5,4867,Female,All Races,All Ages
19259,2016,New York,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,50.5,3810,Overall,All Races,All Ages
19260,2015,South Carolina,Cigarette Use (Adults),Current Smoking,,8.8,4204,Overall,All Races,65 Years and Older
19261,2013,Georgia,Cigarette Use (Adults),Smoking Status,Never,52.9,2908,Male,All Races,All Ages
19262,2014,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,4.2,3031,Overall,All Races,Age 20 and Older
19263,2014,Indiana,Cigarette Use (Adults),Smoking Status,Current,21.5,6517,Female,All Races,All Ages
19264,2014,Washington,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,63.2,4133,Overall,All Races,All Ages
19265,2013,North Dakota,Smokeless Tobacco Use (Adults),User Status,Not Current,86.1,3437,Male,All Races,All Ages
19266,2016,Virginia,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,1262,Overall,All Races,All Ages
19267,2015,Virginia,Smokeless Tobacco Use (Adults),User Status,Current,4.3,8422,Overall,All Races,All Ages
19268,2012,Alaska,Cigarette Use (Adults),Current Smoking,,14.6,2696,Overall,All Races,Age 20 and Older
19269,2016,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.6,62,Female,All Races,All Ages
19270,2013,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,1,2161,Male,All Races,All Ages
19271,2015,Illinois,Cigarette Use (Adults),Current Smoking,,15.1,5137,Overall,All Races,All Ages
19272,2014,Iowa,Cigarette Use (Adults),Smoking Status,Former,21,4506,Female,All Races,All Ages
19273,2014,Nebraska,Cigarette Use (Adults),Current Smoking,,17.9,1195,Overall,All Races,18 to 24 Years
19274,2013,Alaska,Cigarette Use (Adults),Current Smoking,,22.9,2081,Male,All Races,All Ages
19275,2014,Oklahoma,Cigarette Use (Adults),Current Smoking,,19.1,4860,Female,All Races,All Ages
19276,2015,South Dakota,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,4161,Female,All Races,All Ages
19277,2016,Tennessee,E-Cigarette Use (Adults),Current Use,,5.7,5903,Overall,All Races,All Ages
19278,2012,Mississippi,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,5009,Female,All Races,All Ages
19279,2015,Wyoming,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.2,2373,Overall,All Races,All Ages
19280,2014,Nevada,Cigarette Use (Adults),Current Smoking,,24,916,Overall,All Races,Age 20 and Older
19281,2015,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,873,Overall,All Races,All Ages
19282,2015,Rhode Island,Smokeless Tobacco Use (Adults),User Status,Not Current,96.2,2452,Male,All Races,All Ages
19283,2015,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,505,Male,All Races,All Ages
19284,2016,New Hampshire,Cigarette Use (Adults),Current Smoking,,24.2,234,Overall,All Races,18 to 24 Years
19285,2014,North Dakota,Cigarette Use (Adults),Smoking Status,Never,49.9,3141,Male,All Races,All Ages
19286,2013,Maryland,Smokeless Tobacco Use (Adults),Current Use,,2.1,4176,Overall,All Races,65 Years and Older
19287,2013,Utah,Smokeless Tobacco Use (Adults),User Status,Current,0.6,6923,Female,All Races,All Ages
19288,2012,Indiana,Smokeless Tobacco Use (Adults),Current Use,,6.4,882,Overall,All Races,Age 20 and Older
19289,2013,Maryland,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.8,2382,Male,All Races,All Ages
19290,2014,Arizona,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,45.7,701,Female,All Races,All Ages
19291,2016,New Hampshire,E-Cigarette Use (Adults),Current Use,,3.5,3462,Female,All Races,All Ages
19292,2016,Texas,Smokeless Tobacco Use (Adults),Current Use,,3.6,6825,Overall,All Races,Age 25 and Older
19293,2012,Louisiana,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,1040,Female,All Races,All Ages
19294,2015,Nevada,Cigarette Use (Adults),Smoking Status,Never,52,1176,Male,All Races,All Ages
19295,2015,Nebraska,Cigarette Use (Adults),Smoking Status,Former,24.4,17079,Overall,All Races,All Ages
19296,2014,Arkansas,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,917,Overall,All Races,All Ages
19297,2012,Colorado,Smokeless Tobacco Use (Adults),Current Use,,5.7,580,Overall,All Races,18 to 24 Years
19298,2012,Massachusetts,Cigarette Use (Adults),Current Smoking,,18,8234,Male,All Races,All Ages
19299,2013,Illinois,Cigarette Use (Adults),Current Smoking,,8.6,1812,Overall,All Races,65 Years and Older
19300,2016,Oregon,E-Cigarette Use (Adults),User Status,Never,81.5,2831,Female,All Races,All Ages
19301,2014,New York,Cigarette Use (Adults),Current Smoking,,17,2680,Male,All Races,All Ages
19302,2016,New Jersey,E-Cigarette Use (Adults),User Status,Current,3.7,7324,Overall,All Races,All Ages
19303,2013,Illinois,Smokeless Tobacco Use (Adults),Current Use,,2.3,2138,Overall,All Races,45 to 64 Years
19304,2016,West Virginia,E-Cigarette Use (Adults),Frequency of Use,Every Day,42.1,120,Male,All Races,All Ages
19305,2015,Kentucky,Cigarette Use (Adults),Smoking Status,Never,54,5373,Female,All Races,All Ages
19306,2015,District of Columbia,Cigarette Use (Adults),Current Smoking,,11.3,2868,Overall,All Races,Age 20 and Older
19307,2015,Indiana,Cigarette Use (Adults),Current Smoking,,22,1033,Overall,All Races,25 to 44 Years
19308,2012,New Hampshire,Cigarette Use (Adults),Current Smoking,,17.4,901,Female,All Races,18 to 44 Years
19309,2012,California,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,66.4,2869,Female,All Races,All Ages
19310,2014,Indiana,Cigarette Use (Adults),Current Smoking,,40,900,Overall,All Races,Age 25 and Older
19311,2016,Oklahoma,E-Cigarette Use (Adults),Frequency of Use,Some Days,59.2,295,Overall,All Races,All Ages
19312,2012,Connecticut,Cigarette Use (Adults),Smoking Status,Never,58.9,5039,Female,All Races,All Ages
19313,2014,Wyoming,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
19314,2013,Arizona,Smokeless Tobacco Use (Adults),User Status,Current,3.2,4126,Overall,All Races,All Ages
19315,2015,Idaho,Cigarette Use (Adults),Smoking Status,Former,26.9,2432,Male,All Races,All Ages
19316,2016,Missouri,Smokeless Tobacco Use (Adults),User Status,Current,4.6,6946,Overall,All Races,All Ages
19317,2014,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.1,82,Overall,All Races,All Ages
19318,2013,Rhode Island,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,59,74,Overall,All Races,All Ages
19319,2016,Nevada,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,316,Female,All Races,All Ages
19320,2016,Michigan,Smokeless Tobacco Use (Adults),Current Use,,3.6,11702,Overall,All Races,All Ages
19321,2015,Iowa,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,415,Male,All Races,All Ages
19322,2014,South Carolina,Cigarette Use (Adults),Smoking Status,Current,21.5,10635,Overall,All Races,All Ages
19323,2012,Kansas,Cigarette Use (Adults),Current Smoking,,8.8,3927,Overall,All Races,65 Years and Older
19324,2014,Guam,Cigarette Use (Adults),Smoking Status,Never,63.9,1344,Female,All Races,All Ages
19325,2016,Texas,E-Cigarette Use (Adults),Frequency of Use,Every Day,38.7,357,Overall,All Races,All Ages
19326,2016,North Carolina,Cigarette Use (Adults),Current Smoking,,30.5,662,Overall,All Races,Age 25 and Older
19327,2014,Vermont,Smokeless Tobacco Use (Adults),Current Use,,1.9,3907,Overall,All Races,Age 25 and Older
19328,2016,Maine,Cigarette Use (Adults),Current Smoking,,47.5,431,Overall,All Races,Age 20 and Older
19329,2014,Iowa,Smokeless Tobacco Use (Adults),Current Use,,9.1,383,Overall,All Races,18 to 24 Years
19330,2016,North Dakota,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,40.9,250,Female,All Races,All Ages
19331,2012,Arkansas,Smokeless Tobacco Use (Adults),User Status,Current,7.1,5104,Overall,All Races,All Ages
19332,2013,Vermont,Cigarette Use (Adults),Smoking Status,Never,51,2618,Male,All Races,All Ages
19333,2014,Nebraska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,46.8,1082,Male,All Races,All Ages
19334,2014,District of Columbia,Cigarette Use (Adults),Smoking Frequency,Every Day,63.2,269,Female,All Races,All Ages
19335,2016,Texas,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,158,Female,All Races,All Ages
19336,2014,Guam,Cigarette Use (Adults),Current Smoking,,32.3,794,Overall,All Races,Age 20 and Older
19337,2015,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
19338,2013,Pennsylvania,Cigarette Use (Adults),Smoking Status,Former,29.5,4670,Male,All Races,All Ages
19339,2014,Minnesota,Cigarette Use (Adults),Smoking Status,Never,57.1,15842,Overall,All Races,All Ages
19340,2016,New York,E-Cigarette Use (Adults),Current Use,,5,9082,Overall,All Races,Age 20 and Older
19341,2015,Kansas,Cigarette Use (Adults),Current Smoking,,17.7,22055,Overall,All Races,All Ages
19342,2015,Oregon,Smokeless Tobacco Use (Adults),Current Use,,2.7,247,Overall,All Races,Age 20 and Older
19343,2015,Louisiana,Cigarette Use (Adults),Current Smoking,,26.1,965,Overall,All Races,25 to 44 Years
19344,2012,Arizona,Smokeless Tobacco Use (Adults),Current Use,,2.4,2529,Overall,All Races,Age 25 and Older
19345,2012,Connecticut,Cigarette Use (Adults),Smoking Frequency,Every Day,67.3,1183,Overall,All Races,All Ages
19346,2014,Louisiana,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,578,Male,All Races,All Ages
19347,2014,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,63.9,68,Female,All Races,All Ages
19348,2016,New Hampshire,Cigarette Use (Adults),Smoking Status,Never,55.6,3440,Female,All Races,All Ages
19349,2016,Maryland,Smokeless Tobacco Use (Adults),Current Use,,1.2,11933,Overall,All Races,Age 20 and Older
19350,2013,Alabama,Smokeless Tobacco Use (Adults),Current Use,,1.2,910,Female,All Races,18 to 44 Years
19351,2016,Washington,E-Cigarette Use (Adults),Current Use,,6.7,6252,Male,All Races,All Ages
19352,2013,Washington,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,52,1004,Overall,All Races,All Ages
19353,2015,Montana,Cigarette Use (Adults),Smoking Status,Never,53.9,5898,Overall,All Races,All Ages
19354,2014,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,36.1,68,Female,All Races,All Ages
19355,2015,Georgia,Smokeless Tobacco Use (Adults),Current Use,,7.2,475,Overall,All Races,Age 20 and Older
19356,2014,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,12.6,3343,Male,All Races,All Ages
19357,2016,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,5.2,2129,Overall,All Races,45 to 64 Years
19358,2014,Maryland,Cigarette Use (Adults),Smoking Status,Former,22.6,12126,Overall,All Races,All Ages
19359,2014,New York,Cigarette Use (Adults),Smoking Frequency,Some Days,35.3,404,Male,All Races,All Ages
19360,2015,Arkansas,Cigarette Use (Adults),Current Smoking,,30.2,1670,Overall,All Races,Age 25 and Older
19361,2014,South Dakota,Cigarette Use (Adults),Smoking Status,Current,18.4,4080,Female,All Races,All Ages
19362,2013,Tennessee,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,49.8,2648,Overall,All Races,All Ages
19363,2012,Louisiana,Cigarette Use (Adults),Current Smoking,,25,1321,Female,All Races,18 to 44 Years
19364,2014,Kansas,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.7,5555,Overall,All Races,All Ages
19365,2016,North Carolina,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.2,102,Female,All Races,All Ages
19366,2016,Nevada,E-Cigarette Use (Adults),Current Use,,6.3,370,Overall,All Races,Age 20 and Older
19367,2012,Kentucky,Cigarette Use (Adults),Current Smoking,,31.7,3684,Overall,All Races,Age 20 and Older
19368,2015,Alabama,Smokeless Tobacco Use (Adults),Current Use,,6.2,470,Overall,All Races,18 to 24 Years
19369,2015,Nevada,Smokeless Tobacco Use (Adults),Current Use,,0.5,1046,Overall,All Races,65 Years and Older
19370,2015,Connecticut,Smokeless Tobacco Use (Adults),User Status,Current,2.9,4825,Male,All Races,All Ages
19371,2014,Michigan,Cigarette Use (Adults),Current Smoking,,14.3,5479,Overall,All Races,Age 20 and Older
19372,2013,Utah,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.4,265,Male,All Races,All Ages
19373,2016,Michigan,Smokeless Tobacco Use (Adults),Current Use,,2.8,7383,Overall,All Races,Age 25 and Older
19374,2016,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,0.9,3997,Female,All Races,All Ages
19375,2013,Wyoming,Smokeless Tobacco Use (Adults),User Status,Not Current,91.2,6342,Overall,All Races,All Ages
19376,2013,Montana,Cigarette Use (Adults),Current Smoking,,12.5,5605,Overall,All Races,Age 25 and Older
19377,2016,Texas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,36.6,71,Female,All Races,All Ages
19378,2012,Alabama,Smokeless Tobacco Use (Adults),User Status,Not Current,89.5,3033,Male,All Races,All Ages
19379,2013,Colorado,Smokeless Tobacco Use (Adults),User Status,Current,4.3,12833,Overall,All Races,All Ages
19380,2014,Oregon,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,348,Female,All Races,All Ages
19381,2016,Tennessee,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,3400,Female,All Races,All Ages
19382,2014,New Mexico,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.3,1905,Female,All Races,All Ages
19383,2016,Maine,E-Cigarette Use (Adults),Current Use,,4.3,2849,Overall,All Races,Age 20 and Older
19384,2013,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,11,472,Overall,All Races,Age 20 and Older
19385,2013,New Hampshire,Cigarette Use (Adults),Current Smoking,,16.4,2682,Overall,All Races,45 to 64 Years
19386,2014,Puerto Rico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
19387,2013,Puerto Rico,Cigarette Use (Adults),Current Smoking,,11.6,1323,Overall,All Races,Age 25 and Older
19388,2016,New Hampshire,Smokeless Tobacco Use (Adults),Current Use,,3.5,1583,Overall,All Races,Age 25 and Older
19389,2012,Florida,Smokeless Tobacco Use (Adults),Current Use,,4.2,1404,Overall,All Races,25 to 44 Years
19390,2014,California,Smokeless Tobacco Use (Adults),User Status,Current,0.5,4273,Female,All Races,All Ages
19391,2016,Texas,Smokeless Tobacco Use (Adults),Current Use,,5.4,2698,Overall,All Races,Age 20 and Older
19392,2015,Maine,Cigarette Use (Adults),Smoking Status,Never,44.5,3623,Male,All Races,All Ages
19393,2014,Virginia,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,54.3,4012,Overall,All Races,All Ages
19394,2016,Ohio,Cigarette Use (Adults),Smoking Status,Current,20.5,7019,Female,All Races,All Ages
19395,2013,Vermont,Cigarette Use (Adults),Current Smoking,,33.5,327,Overall,All Races,Age 25 and Older
19396,2013,Alaska,Smokeless Tobacco Use (Adults),Current Use,,8.3,1126,Overall,All Races,Age 25 and Older
19397,2015,North Carolina,Cigarette Use (Adults),Smoking Frequency,Every Day,73,539,Female,All Races,All Ages
19398,2015,Georgia,Smokeless Tobacco Use (Adults),Current Use,,8,1772,Male,All Races,All Ages
19399,2014,South Dakota,Cigarette Use (Adults),Current Smoking,,16.4,385,Overall,All Races,18 to 24 Years
19400,2014,Idaho,Cigarette Use (Adults),Current Smoking,,35.8,339,Overall,All Races,Age 20 and Older
19401,2016,Michigan,E-Cigarette Use (Adults),Current Use,,4.3,6457,Female,All Races,All Ages
19402,2014,Tennessee,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,3091,Female,All Races,All Ages
19403,2015,North Dakota,Cigarette Use (Adults),Current Smoking,,20.1,1822,Overall,All Races,45 to 64 Years
19404,2012,Colorado,Smokeless Tobacco Use (Adults),Current Use,,4.2,655,Overall,All Races,Age 25 and Older
19405,2014,South Carolina,Smokeless Tobacco Use (Adults),User Status,Current,6.6,4442,Male,All Races,All Ages
19406,2016,Tennessee,Cigarette Use (Adults),Current Smoking,,26.3,2302,Overall,All Races,45 to 64 Years
19407,2015,Arizona,Cigarette Use (Adults),Current Smoking,,11.8,938,Female,All Races,18 to 44 Years
19408,2016,Maryland,E-Cigarette Use (Adults),User Status,Former,14.9,17319,Overall,All Races,All Ages
19409,2012,Alabama,Smokeless Tobacco Use (Adults),Current Use,,5.9,382,Overall,All Races,18 to 24 Years
19410,2015,Virginia,Smokeless Tobacco Use (Adults),Current Use,,7,439,Overall,All Races,18 to 24 Years
19411,2013,Kansas,Cigarette Use (Adults),Current Smoking,,17.8,13427,Female,All Races,All Ages
19412,2013,Texas,Cigarette Use (Adults),Smoking Frequency,Every Day,62.1,1465,Overall,All Races,All Ages
19413,2014,Tennessee,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
19414,2014,Louisiana,Smokeless Tobacco Use (Adults),Current Use,,6.6,1487,Overall,All Races,25 to 44 Years
19415,2014,Connecticut,Cigarette Use (Adults),Smoking Frequency,Some Days,35.8,434,Male,All Races,All Ages
19416,2015,New York,Smokeless Tobacco Use (Adults),User Status,Current,4.1,4913,Male,All Races,All Ages
19417,2014,Mississippi,Smokeless Tobacco Use (Adults),Current Use,,5.1,2112,Overall,All Races,Age 25 and Older
19418,2014,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,3.9,2281,Overall,All Races,65 Years and Older
19419,2014,Tennessee,Smokeless Tobacco Use (Adults),Current Use,,7.3,4873,Overall,All Races,All Ages
19420,2015,District of Columbia,Smokeless Tobacco Use (Adults),Current Use,,1.2,2855,Overall,All Races,Age 25 and Older
19421,2012,California,Smokeless Tobacco Use (Adults),Current Use,,2.2,6157,Male,All Races,All Ages
19422,2016,Washington,E-Cigarette Use (Adults),User Status,Current,3.9,7614,Female,All Races,All Ages
19423,2013,Guam,Smokeless Tobacco Use (Adults),Current Use,,10.6,792,Overall,All Races,25 to 44 Years
19424,2015,Missouri,Smokeless Tobacco Use (Adults),Current Use,,6.4,411,Overall,All Races,18 to 24 Years
19425,2013,West Virginia,Cigarette Use (Adults),Smoking Frequency,Some Days,14.7,782,Female,All Races,All Ages
19426,2015,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.1,234,Overall,All Races,All Ages
19427,2015,Arkansas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.6,206,Overall,All Races,All Ages
19428,2012,Arizona,Cigarette Use (Adults),Smoking Frequency,Every Day,61.3,501,Male,All Races,All Ages
19429,2012,Colorado,Cigarette Use (Adults),Current Smoking,,19.2,5055,Male,All Races,All Ages
19430,2012,Nebraska,Smokeless Tobacco Use (Adults),User Status,Not Current,90.5,7828,Male,All Races,All Ages
19431,2013,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,54.3,119,Overall,All Races,All Ages
19432,2015,Oklahoma,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,50,841,Overall,All Races,All Ages
19433,2016,Washington,Cigarette Use (Adults),Smoking Frequency,Every Day,63.9,797,Male,All Races,All Ages
19434,2014,Pennsylvania,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.6,2178,Male,All Races,All Ages
19435,2015,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,162,Male,All Races,All Ages
19436,2012,Massachusetts,Smokeless Tobacco Use (Adults),User Status,Current,2.5,8281,Male,All Races,All Ages
19437,2012,Arizona,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,62.2,189,Overall,All Races,All Ages
19438,2013,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.3,320,Male,All Races,All Ages
19439,2013,Colorado,Cigarette Use (Adults),Smoking Status,Current,19,5549,Male,All Races,All Ages
19440,2014,Washington,Smokeless Tobacco Use (Adults),Current Use,,4.3,480,Overall,All Races,18 to 24 Years
19441,2013,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,1567,Overall,All Races,All Ages
19442,2014,Rhode Island,Cigarette Use (Adults),Current Smoking,,16.6,2717,Overall,All Races,45 to 64 Years
19443,2015,Virginia,Smokeless Tobacco Use (Adults),User Status,Not Current,91.9,3531,Male,All Races,All Ages
19444,2014,Iowa,Smokeless Tobacco Use (Adults),Current Use,,6.9,426,Overall,All Races,Age 25 and Older
19445,2012,Florida,Cigarette Use (Adults),Smoking Status,Former,27.8,7465,Overall,All Races,All Ages
19446,2013,Alaska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,50.1,669,Overall,All Races,All Ages
19447,2015,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,1.1,2539,Overall,All Races,65 Years and Older
19448,2013,Michigan,Cigarette Use (Adults),Current Smoking,,15.9,7916,Overall,All Races,Age 20 and Older
19449,2012,Colorado,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59.8,398,Overall,All Races,All Ages
19450,2016,Mississippi,E-Cigarette Use (Adults),User Status,Never,77.8,5000,Overall,All Races,All Ages
19451,2014,Nevada,Smokeless Tobacco Use (Adults),User Status,Current,1.3,2097,Female,All Races,All Ages
19452,2012,Maryland,Cigarette Use (Adults),Current Smoking,,11,7977,Overall,All Races,Age 25 and Older
19453,2013,Utah,Cigarette Use (Adults),Current Smoking,,6.5,8090,Overall,All Races,Age 25 and Older
19454,2015,Virginia,Cigarette Use (Adults),Smoking Status,Current,18.8,3510,Male,All Races,All Ages
19455,2013,Montana,Cigarette Use (Adults),Current Smoking,,21,1385,Female,All Races,18 to 44 Years
19456,2013,Arizona,Cigarette Use (Adults),Smoking Status,Current,13.5,2422,Female,All Races,All Ages
19457,2015,Tennessee,Cigarette Use (Adults),Current Smoking,,35.1,623,Overall,All Races,Age 25 and Older
19458,2015,New York,Cigarette Use (Adults),Current Smoking,,14,613,Overall,All Races,18 to 24 Years
19459,2015,Arizona,Cigarette Use (Adults),Smoking Status,Former,29.3,3085,Male,All Races,All Ages
19460,2013,Vermont,Cigarette Use (Adults),Current Smoking,,16.6,6241,Overall,All Races,All Ages
19461,2014,Maryland,Smokeless Tobacco Use (Adults),User Status,Current,1.7,12181,Overall,All Races,All Ages
19462,2016,Maryland,E-Cigarette Use (Adults),Current Use,,2.4,11409,Overall,All Races,Age 25 and Older
19463,2013,North Carolina,Smokeless Tobacco Use (Adults),User Status,Not Current,92.6,3402,Male,All Races,All Ages
19464,2013,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,55.4,64,Female,All Races,All Ages
19465,2016,Nebraska,Cigarette Use (Adults),Current Smoking,,12.7,8425,Overall,All Races,Age 25 and Older
19466,2014,Kentucky,Smokeless Tobacco Use (Adults),Current Use,,13,417,Overall,All Races,18 to 24 Years
19467,2015,Delaware,Smokeless Tobacco Use (Adults),Current Use,,3.8,766,Overall,All Races,25 to 44 Years
19468,2015,Wyoming,Cigarette Use (Adults),Smoking Status,Current,20.6,2197,Male,All Races,All Ages
19469,2013,Washington,Cigarette Use (Adults),Current Smoking,,30.5,548,Overall,All Races,Age 20 and Older
19470,2013,New Mexico,Smokeless Tobacco Use (Adults),Current Use,,5.9,2467,Overall,All Races,Age 20 and Older
19471,2015,Utah,Cigarette Use (Adults),Smoking Status,Former,19.7,5124,Male,All Races,All Ages
19472,2014,Louisiana,Smokeless Tobacco Use (Adults),User Status,Not Current,94.7,6542,Overall,All Races,All Ages
19473,2013,Mississippi,Smokeless Tobacco Use (Adults),Current Use,,6.1,3792,Overall,All Races,Age 20 and Older
19474,2014,Wisconsin,Cigarette Use (Adults),Current Smoking,,16.1,3719,Female,All Races,All Ages
19475,2016,Ohio,E-Cigarette Use (Adults),User Status,Former,19.3,12046,Overall,All Races,All Ages
19476,2013,North Carolina,Cigarette Use (Adults),Current Smoking,,28.1,2376,Overall,All Races,Age 20 and Older
19477,2012,Delaware,Cigarette Use (Adults),Smoking Status,Current,20.7,1995,Male,All Races,All Ages
19478,2013,Oregon,Cigarette Use (Adults),Current Smoking,,16,3289,Female,All Races,All Ages
19479,2012,Kansas,Cigarette Use (Adults),Smoking Status,Never,56.9,11709,Overall,All Races,All Ages
19480,2013,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,12.3,2969,Male,All Races,All Ages
19481,2014,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Every Day,70.4,648,Male,All Races,All Ages
19482,2012,Maine,Cigarette Use (Adults),Smoking Status,Never,53.1,5680,Female,All Races,All Ages
19483,2013,North Carolina,Cigarette Use (Adults),Smoking Status,Current,17.3,5307,Female,All Races,All Ages
19484,2015,Oklahoma,Cigarette Use (Adults),Current Smoking,,37.9,520,Overall,All Races,Age 20 and Older
19485,2016,Montana,E-Cigarette Use (Adults),Current Use,,10.9,277,Overall,All Races,18 to 24 Years
19486,2014,Wisconsin,Cigarette Use (Adults),Current Smoking,,12.5,4088,Overall,All Races,Age 20 and Older
19487,2012,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,61.9,429,Overall,All Races,All Ages
19488,2016,Texas,Cigarette Use (Adults),Current Smoking,,18.2,1219,Overall,All Races,Age 25 and Older
19489,2014,District of Columbia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Male,All Races,All Ages
19490,2015,Wyoming,Smokeless Tobacco Use (Adults),Current Use,,2.2,545,Female,All Races,18 to 44 Years
19491,2012,Guam,Cigarette Use (Adults),Smoking Status,Current,20.5,1122,Female,All Races,All Ages
19492,2015,District of Columbia,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,2310,Female,All Races,All Ages
